5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5
5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5
5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
5,3,2,3,3,56,5,5,70,5,6,7,7,7,7,7,7,7,7,7,7,7,6,6,5,5,5,5,3,3,2,3
5,2,2,3,56,128,128,128,74,128,128,128,7,7,6,6,7,7,7,128,128,128,128,128,128,128,128,5,5,3,2,3
5,2,2,2,5,128,70,70,63,70,70,128,7,6,6,6,6,7,7,128,63,60,63,63,63,63,128,128,5,3,2,3
5,2,2,2,5,128,63,70,63,70,63,128,7,6,5,5,6,6,7,128,63,128,63,63,63,63,63,128,5,3,2,3
5,2,2,2,5,128,63,63,63,63,63,128,6,6,5,5,5,6,6,128,63,128,103,117,105,108,100,128,5,3,2,3
5,2,2,2,5,128,109,97,103,105,99,128,6,5,5,5,5,6,6,128,63,128,63,63,63,63,63,128,5,3,2,3
5,2,2,2,5,128,63,63,63,63,63,128,5,5,5,5,5,5,6,128,63,128,128,128,128,128,128,128,5,3,2,3
5,2,2,2,5,128,128,128,128,128,128,128,5,5,5,5,5,5,6,128,63,128,63,63,63,63,128,5,5,3,2,3
5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,128,63,128,97,114,109,115,128,5,5,3,2,3
5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,128,63,63,63,63,63,63,128,5,5,3,2,3
5,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,128,63,63,63,63,125,123,128,5,5,3,2,3
26,26,26,26,26,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,6,5,3,2,3
64,64,64,64,64,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,125,123,128,6,6,3,2,3
27,27,27,27,27,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,7,6,3,2,3
5,3,3,3,7,6,6,5,5,5,63,63,5,5,5,6,6,6,56,128,97,114,109,111,117,114,128,7,7,3,2,3
5,2,2,2,7,7,6,6,6,5,63,63,5,6,6,6,6,7,7,128,63,63,63,63,63,63,128,7,7,3,2,3
5,2,2,2,7,7,7,7,128,128,63,63,128,128,7,7,7,7,7,128,128,63,63,63,63,128,128,7,3,3,2,3
5,2,2,2,7,7,7,7,128,63,63,63,63,128,7,7,7,7,7,7,128,128,128,128,128,128,7,7,3,2,2,3
5,2,2,2,7,128,128,128,128,63,63,63,63,128,128,128,128,7,7,7,7,7,7,7,7,7,7,3,3,2,2,3
5,2,2,2,7,128,63,63,63,63,63,63,63,63,63,63,128,7,7,7,7,7,7,7,7,3,3,3,2,2,2,3
5,2,2,2,7,128,123,124,63,126,63,63,126,63,125,123,128,7,7,7,7,6,6,6,3,3,2,3,3,3,3,3
5,2,2,2,7,128,63,63,63,63,63,63,63,63,63,63,128,7,7,7,6,6,5,3,3,3,3,3,6,6,3,3
5,2,2,2,7,128,99,97,112,116,123,98,108,97,99,107,128,7,7,6,6,5,5,24,24,24,24,5,5,6,3,3
5,2,2,2,7,128,128,63,63,63,63,63,63,63,63,128,128,7,7,6,5,5,3,3,3,3,3,5,5,5,3,3
5,2,2,3,7,7,128,128,116,97,118,101,114,110,128,128,7,7,7,6,3,3,3,2,3,3,56,5,5,3,3,3
5,3,2,3,3,7,7,128,128,128,128,128,128,128,128,7,7,7,3,3,3,2,2,2,3,6,6,5,5,3,3,3
5,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,6,6,6,3,3,3,5
5,5,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5
5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5
