5,5,5,5,8,8,8,5,5,5,8,8,8,8,9,9,2,2,2,2,9,128,128,128,128,128,128,128,128,128,128,128
5,5,8,8,8,8,8,8,8,9,9,9,8,9,9,2,2,2,2,9,9,128,63,128,128,128,63,62,63,128,128,128
5,8,8,8,8,8,8,8,8,8,9,9,5,9,2,2,2,2,9,9,9,128,63,128,128,63,63,63,63,63,128,128
5,8,8,8,8,5,5,5,8,8,8,9,5,9,2,2,2,9,9,9,9,128,74,74,71,63,63,63,63,63,71,128
8,8,8,8,3,3,3,3,5,5,8,9,9,9,2,2,2,9,8,8,9,128,128,128,128,63,63,63,63,63,128,128
8,8,8,3,3,2,2,3,3,5,8,8,9,8,2,2,2,8,8,8,9,9,9,128,128,63,63,63,63,63,128,128
5,8,8,3,2,1,1,2,3,3,5,8,8,8,2,2,2,2,8,8,8,8,9,128,71,63,63,63,63,63,71,128
5,8,5,3,3,2,1,1,2,3,5,5,5,8,8,2,2,2,2,5,5,8,8,128,128,63,63,63,63,63,128,128
5,5,5,5,3,3,2,2,3,3,5,5,5,5,5,5,2,2,2,2,5,5,8,128,128,63,63,63,63,63,128,128
5,5,8,5,5,3,3,3,3,5,5,5,5,5,5,5,5,2,2,2,5,5,5,128,71,63,63,63,63,63,71,128
5,8,8,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,5,5,5,128,128,63,63,63,63,63,128,128
5,8,8,5,5,5,5,6,6,6,5,5,5,5,5,5,2,2,2,2,5,5,6,128,128,128,63,63,63,128,128,128
5,8,5,5,5,5,6,6,6,6,6,5,5,5,5,2,2,2,2,5,5,6,6,128,128,128,128,63,128,128,128,128
5,5,5,5,5,6,6,6,63,63,63,63,63,63,63,26,26,26,63,63,63,6,6,6,128,128,128,63,128,128,128,56
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,64,64,64,63,63,63,63,6,6,6,63,63,63,63,6,56,5
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,27,27,27,63,63,63,63,63,63,63,63,63,63,63,6,8,56
63,63,63,63,63,63,63,63,63,63,63,6,6,6,5,3,3,3,6,63,63,63,63,63,63,63,63,63,6,6,8,8
5,5,5,5,5,5,5,5,6,6,6,6,6,5,2,2,2,2,6,6,63,63,63,63,63,63,63,6,6,8,8,8
5,5,8,5,5,5,5,5,5,6,6,6,5,2,2,2,2,6,6,6,5,5,63,63,63,5,6,6,8,8,8,5
5,8,8,8,6,6,5,5,5,5,5,5,5,2,2,2,6,6,6,5,5,5,63,63,63,5,5,6,8,8,8,5
8,8,7,7,7,6,6,5,5,5,5,5,2,2,2,2,6,6,5,5,5,5,63,63,63,5,6,6,6,8,8,8
8,7,7,7,7,7,6,6,6,5,5,5,2,58,2,6,6,6,5,5,5,5,63,63,63,6,6,6,6,6,8,8
7,7,7,7,7,7,7,7,6,6,5,5,2,3,2,6,6,5,5,5,5,128,63,63,63,128,128,128,128,6,6,8
7,7,5,5,5,7,7,7,7,6,6,3,2,2,2,2,6,5,5,5,5,128,63,63,63,63,63,63,128,6,6,56
7,6,5,5,5,5,7,7,7,6,3,3,5,2,2,2,6,5,5,5,5,128,63,63,63,63,63,63,128,6,6,56
7,5,5,76,5,5,7,7,3,3,3,5,8,2,2,2,2,5,5,5,6,128,63,63,63,63,63,63,128,6,8,5
7,5,5,5,5,5,3,3,3,5,5,5,8,8,2,2,2,8,8,6,6,128,104,101,97,108,101,114,128,8,8,5
7,7,5,5,5,5,3,6,6,5,5,8,8,9,2,2,2,9,8,8,6,128,63,63,63,63,63,63,128,8,8,8
8,7,7,7,7,4,4,6,6,6,8,8,9,9,2,2,2,9,9,8,8,128,128,128,128,128,128,128,128,8,8,8
8,8,7,7,4,4,4,6,8,8,9,9,9,2,2,2,2,9,9,9,8,8,8,5,5,5,8,8,8,8,8,8
5,8,8,8,4,4,4,8,8,9,9,9,2,2,2,2,9,9,9,9,9,9,8,8,56,8,8,8,8,8,8,5
5,5,8,8,8,4,5,5,5,5,9,2,2,2,2,9,9,9,9,9,9,8,8,56,5,56,5,8,8,5,5,5
