5,128,128,126,128,128,6,6,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,6,6,128,128,126,128,128,5,5
128,128,63,63,63,128,128,6,6,5,5,5,5,3,2,2,2,3,5,5,5,5,6,6,128,128,63,63,63,128,128,5
128,63,63,63,63,63,128,6,6,6,5,5,3,2,1,1,1,2,3,5,5,6,6,6,128,63,63,63,63,63,128,5
126,63,63,49,63,63,128,128,128,128,74,128,128,128,128,128,128,128,128,128,74,128,128,128,128,63,63,49,63,63,126,5
128,63,63,63,63,63,63,63,63,63,63,128,115,101,110,116,114,105,123,128,63,63,63,63,63,63,63,63,63,63,128,5
128,128,63,63,63,63,63,63,63,63,63,128,63,63,63,63,63,63,63,128,63,63,63,63,63,63,63,63,63,128,128,5
6,128,128,128,128,128,128,128,63,63,63,74,63,63,125,123,124,63,63,74,63,63,63,128,128,128,128,128,128,128,6,5
6,6,6,128,61,63,63,63,63,63,3,128,63,63,126,63,126,63,63,128,3,63,63,63,63,63,61,128,6,6,6,5
5,6,6,128,61,61,63,63,63,3,2,128,63,63,63,63,63,63,63,128,2,3,63,63,63,61,61,128,6,6,5,5
5,5,6,128,61,61,61,63,3,2,1,128,6,63,63,63,63,63,6,128,1,2,3,63,61,61,61,128,6,5,5,5
5,5,5,128,128,128,128,128,128,128,128,128,128,128,63,63,63,128,128,128,128,128,128,128,128,128,128,128,5,5,5,5
5,5,5,128,123,97,99,97,100,101,109,121,123,128,63,63,63,128,6,63,63,63,128,126,63,125,123,128,5,5,5,5
5,5,5,128,63,63,63,63,63,63,63,63,63,128,63,63,63,128,63,63,63,63,60,63,63,63,63,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,60,63,63,63,60,63,63,63,63,128,126,63,125,123,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,128,63,63,63,128,63,63,63,63,128,128,128,128,128,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,128,63,63,63,128,63,63,63,63,63,63,63,63,6,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,128,63,63,63,128,63,63,63,63,63,63,63,63,63,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,128,63,63,63,128,63,63,63,63,63,63,63,63,63,128,5,5,5,5
5,5,5,128,63,64,64,64,64,64,64,64,63,128,63,63,63,128,123,104,101,97,108,105,110,103,123,128,5,5,5,5
5,5,5,128,63,63,63,63,63,63,63,63,63,128,63,63,63,128,63,63,63,63,63,63,63,63,63,128,5,5,5,5
5,5,5,128,128,128,128,128,128,128,128,128,128,128,63,63,63,128,128,128,128,128,128,128,128,128,128,128,5,5,5,5
5,5,5,128,6,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,5,5,5,5
5,5,6,128,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,6,5,5,5
5,6,6,128,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,6,6,5,5
6,6,6,128,63,63,128,128,128,128,128,128,128,128,63,63,63,128,128,128,128,128,128,128,128,63,63,128,6,6,6,5
6,128,128,128,63,63,128,63,63,63,63,128,63,63,63,63,63,63,63,128,63,63,63,63,128,63,63,128,128,128,6,5
128,128,63,63,63,63,60,63,63,63,63,128,63,63,63,63,63,63,63,128,63,63,63,63,60,63,63,63,63,128,128,5
128,63,63,63,63,63,128,63,63,63,63,128,128,128,63,63,63,128,128,128,63,63,63,63,128,63,63,63,63,63,128,5
126,63,63,49,63,63,128,128,128,128,128,128,56,5,63,63,63,5,5,128,128,128,128,128,128,63,63,49,63,63,126,5
128,63,63,63,63,63,128,6,6,6,6,5,5,5,63,63,63,5,56,5,6,6,6,6,128,63,63,63,63,63,128,5
128,128,63,63,63,128,128,6,6,6,5,56,5,5,63,63,63,5,5,5,5,6,6,6,128,128,63,63,63,128,128,5
5,128,128,126,128,128,6,6,6,5,5,5,5,5,63,63,63,5,5,5,56,5,6,6,6,128,128,126,128,128,5,5
