58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128,128
58,128,128,128,128,128,128,128,128,128,128,7,7,7,7,7,128,63,63,63,63,63,63,63,128,63,63,128,126,63,63,128
58,128,63,63,63,63,63,63,63,63,128,7,7,7,7,7,128,115,112,105,114,105,116,115,128,128,63,60,63,63,63,128
58,128,119,101,97,112,111,110,114,121,128,7,6,6,7,7,128,63,63,63,63,63,63,63,63,128,63,128,63,125,123,128
58,128,63,63,63,63,63,63,63,63,49,63,63,63,63,7,128,63,126,63,126,63,126,63,63,128,63,128,128,128,128,128
58,128,63,63,63,63,63,63,63,63,63,63,63,63,63,6,128,63,63,63,63,63,63,63,63,128,63,128,63,125,123,128
58,128,63,63,63,63,63,63,63,63,49,63,63,63,63,5,128,102,111,111,100,128,63,63,63,128,63,60,63,63,63,128
58,128,123,97,114,109,111,117,114,123,128,5,63,63,63,5,128,63,63,63,63,128,63,63,63,128,63,128,126,63,63,128
58,128,63,63,63,63,63,63,63,63,128,5,63,63,63,5,128,128,128,128,128,128,63,63,63,128,63,128,128,128,128,128
58,128,128,128,128,128,128,128,128,128,128,5,63,63,63,5,6,6,63,63,63,63,63,63,63,63,63,63,63,63,63,128
58,6,5,5,5,5,5,5,5,5,5,5,63,63,63,5,5,6,63,63,63,63,63,63,63,63,63,63,63,63,63,128
58,6,6,5,5,5,5,5,5,5,5,6,63,63,63,5,5,6,63,63,63,63,63,63,63,63,63,63,63,63,63,128
58,6,6,6,5,5,5,5,5,5,6,6,63,63,63,5,6,6,63,63,63,128,98,114,105,116,97,110,110,105,97,128
58,6,6,6,6,5,5,5,5,6,6,6,63,63,63,6,6,6,63,63,63,128,63,63,63,63,63,63,63,63,63,128
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,123,123,109,97,110,111,114,123,123,128
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,128,128,128,128,128,128,128,128,128,128,128
63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,63,5,56,5,5,5,5,5,3,3,3,58
58,6,6,6,5,5,5,5,5,5,63,63,63,6,6,6,6,5,5,5,5,5,5,5,5,5,3,3,3,3,3,58
58,7,7,6,6,6,5,5,5,5,63,63,63,6,6,6,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,58
58,7,7,7,7,6,6,5,5,5,63,63,63,6,6,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,6,58
128,128,128,128,7,7,6,6,5,5,63,63,63,6,5,5,5,5,5,5,5,5,3,3,3,3,3,3,6,6,6,58
128,63,63,128,7,7,7,6,6,5,63,63,63,5,5,5,5,5,5,5,5,56,3,3,3,3,5,5,5,6,6,58
128,63,63,128,7,7,7,7,6,6,63,63,63,5,5,5,5,5,5,5,5,3,3,3,3,56,5,5,5,5,6,58
128,128,74,128,128,128,128,128,128,6,63,63,63,5,5,5,5,5,5,5,5,26,26,26,26,5,5,5,5,5,5,58
128,57,63,63,63,63,63,63,49,63,63,63,63,5,5,5,5,5,5,5,5,27,27,27,27,5,5,5,5,5,5,58
128,124,63,63,63,63,63,63,63,63,63,63,63,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,58
128,57,63,63,63,63,63,63,49,63,63,63,63,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,58
128,124,63,63,63,63,63,125,128,6,6,56,5,5,5,5,5,5,5,5,3,3,3,3,5,5,5,5,5,5,5,58
128,63,63,63,63,63,63,63,128,7,6,6,5,5,5,5,5,5,5,3,3,3,3,6,6,5,5,5,76,5,5,58
128,104,101,97,108,105,110,103,128,7,7,6,6,5,5,5,5,3,3,3,3,3,3,6,6,5,5,5,5,5,5,58
128,63,63,63,63,63,63,63,128,7,7,7,6,6,5,3,3,3,3,3,3,3,6,6,6,6,5,5,5,5,5,58
128,128,128,128,128,128,128,128,128,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
