5,5,5,5,5,5,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
5,5,5,5,5,4,58,4,4,4,6,6,6,6,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,58
5,5,5,5,4,4,58,4,4,6,6,6,6,6,5,5,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,58
5,5,5,4,4,3,58,4,6,6,6,6,6,5,5,5,5,5,4,4,4,4,128,128,128,128,128,128,128,5,5,58
5,5,5,4,4,3,58,4,6,6,6,6,6,5,5,5,5,6,6,4,4,63,63,63,63,63,63,63,128,5,5,58
5,5,5,4,3,3,4,4,5,6,6,6,6,5,5,5,5,6,6,6,128,119,101,97,112,111,110,115,128,5,4,58
5,5,5,4,3,3,4,5,5,5,6,6,6,6,5,5,6,6,6,6,128,63,63,63,63,63,63,63,128,5,4,58
5,5,5,3,3,3,4,5,5,5,5,6,6,5,5,5,6,6,6,6,58,63,63,63,63,63,63,63,128,4,4,58
5,5,3,3,3,4,4,5,5,5,5,5,5,5,5,5,5,6,6,56,6,63,63,63,63,63,63,63,4,4,4,58
5,5,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,58,56,63,63,63,56,4,4,4,4,58
5,5,3,3,3,4,6,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,63,63,63,6,6,4,4,4,58
5,3,3,3,4,4,6,6,5,5,6,63,5,5,63,63,5,63,63,63,6,63,6,63,63,63,6,6,5,4,4,58
5,3,3,3,4,4,4,6,6,6,6,63,63,5,63,5,5,63,63,63,63,6,63,6,6,63,6,5,5,6,4,58
26,3,26,26,26,4,4,6,6,6,63,63,6,63,63,63,63,5,5,63,63,63,63,63,6,6,6,6,6,6,4,58
4,64,64,3,64,63,4,63,63,63,63,63,6,6,6,5,5,5,5,6,6,6,63,63,63,6,6,6,6,7,7,58
64,64,3,64,4,63,4,4,63,63,63,63,63,6,5,5,5,5,6,6,7,128,63,63,63,56,128,128,7,7,7,58
4,64,64,64,4,4,63,4,63,6,63,63,63,5,5,5,5,6,6,7,7,128,63,63,63,63,63,63,128,7,7,58
4,27,3,27,27,4,4,4,6,6,6,63,6,5,5,5,6,6,7,7,7,7,63,63,63,63,63,63,128,7,7,58
5,3,3,3,4,4,4,4,5,6,6,63,63,5,5,128,128,128,128,128,128,128,63,63,63,63,63,63,128,7,7,58
5,3,3,3,4,4,4,5,5,5,6,63,63,5,5,128,63,63,63,63,63,128,97,63,109,111,117,114,128,7,7,58
5,3,3,3,3,4,5,5,5,5,63,5,5,5,4,128,63,112,117,98,123,128,56,63,63,63,63,63,128,7,7,58
5,5,3,3,3,4,5,5,5,5,63,63,63,5,4,128,63,63,63,63,63,128,128,128,128,128,128,128,56,7,7,58
5,5,3,3,3,4,4,5,5,5,5,63,63,4,4,128,63,63,63,63,63,128,63,63,63,63,63,63,128,7,7,58
5,5,4,3,3,3,4,5,5,5,5,63,4,4,4,56,4,63,63,63,63,128,123,102,111,111,63,63,128,7,6,58
5,5,5,4,3,3,4,5,5,5,63,63,63,4,4,4,56,63,63,63,128,128,63,63,63,63,63,63,128,6,6,58
5,5,5,4,4,3,4,5,5,5,63,5,5,63,63,63,4,63,63,63,5,63,63,63,63,63,63,63,128,6,5,58
5,5,5,5,4,3,4,4,5,5,63,63,5,63,4,4,63,63,63,5,63,63,63,63,63,63,63,63,128,5,5,58
5,5,5,5,4,4,58,4,5,5,5,5,63,63,63,4,63,63,63,5,63,63,63,63,4,4,63,63,128,5,4,58
5,5,5,5,5,4,58,4,5,5,5,5,5,5,5,5,4,4,5,5,5,56,128,128,56,4,4,128,128,4,4,58
5,5,5,5,5,4,58,4,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,58
5,5,5,5,5,5,58,4,4,4,5,5,5,5,5,5,4,5,5,5,5,5,4,4,4,4,4,4,4,4,4,58
5,5,5,5,5,5,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58,58
